Protein,PName,PepCount,BL_BLUS_pval,BL_OGD_pval,OGD_OGDUS_pval,BL_OGD_FC,BL_BLUS_FC,OGD_OGDUS_FC,BL_Avg,BL_avg2,BL+US,OGD_avg,OGD_avg2,OGD+US
PGAM2_MOUSE,Phosphoglycerate mutase 2; EC=3.1.3.13; EC=5.4.2.11; EC=5.4.2.4; AltName: Full=BPG-dependent PGAM 2; AltName: Full=Muscle-specific phosphoglycerate mutase; AltName: Full=Phosphoglycerate mutase isozyme M; Short=PGAM-M; Accession=O70250; [Mus musculus (Mou,3,0.80,0.36,0.67,0.22,-0.06,-0.09,25.12,25.12,25.18,24.90,24.90,24.99
PGAM5_MOUSE,"Serine/threonine-protein phosphatase PGAM5, mitochondrial; EC=3.1.3.16; AltName: Full=Phosphoglycerate mutase family member 5; Accession=Q8BX10; B2RSM6; Q3UK19; Q80VY8; Q8BM78; Q9CZU2; [Mus musculus (Mouse)]",4,0.67,0.12,0.62,0.57,-0.11,-0.20,25.84,25.84,25.94,25.26,25.26,25.46
PGBM_MOUSE,Basement membrane-specific heparan sulfate proteoglycan core protein; Short=HSPG; Contains: Endorepellin; Contains: LG3 peptide; Flags: Precursor; Accession=Q05793; [Mus musculus (Mouse)],92,0.29,0.35,0.82,-0.28,-0.34,-0.05,28.33,28.33,28.67,28.61,28.61,28.66
PGH1_MOUSE,Prostaglandin G/H synthase 1; EC=1.14.99.1; AltName: Full=Cyclooxygenase-1; Short=COX-1; AltName: Full=Prostaglandin H2 synthase 1; Short=PGH synthase 1; Short=PGHS-1; Short=PHS 1; AltName: Full=Prostaglandin-endoperoxide synthase 1; Flags: Precursor; Acc,1,0.05,0.87,0.05,-0.05,-0.71,-0.83,23.83,23.83,24.54,23.89,23.89,24.72
PGK1_MOUSE,Phosphoglycerate kinase 1; EC=2.7.2.3; Accession=P09411; Q3TPE6; Q3UKV8; Q5XJE7; [Mus musculus (Mouse)],70,0.57,0.19,0.69,0.16,0.06,-0.04,31.13,31.13,31.07,30.97,30.97,31.01
PGK2_MOUSE,"Phosphoglycerate kinase 2; EC=2.7.2.3; AltName: Full=Phosphoglycerate kinase, testis specific; Accession=P09041; Q5RKV3; Q6P8V2; [Mus musculus (Mouse)]",4,0.22,0.42,0.39,0.23,0.33,-0.19,29.60,29.60,29.27,29.37,29.37,29.56
PGLT1_MOUSE,Protein O-glucosyltransferase 1; EC=2.4.1.-; AltName: Full=CAP10-like 46 kDa protein; AltName: Full=KTEL motif-containing protein 1; AltName: Full=O-glucosyltransferase Rumi homolog; Short=Rumi; AltName: Full=Protein O-xylosyltransferase; EC=2.4.2.26; Fla,5,0.03,0.10,0.79,0.41,0.29,-0.07,25.72,25.72,25.43,25.31,25.31,25.38
PGM1_MOUSE,Phosphoglucomutase-1; Short=PGM 1; EC=5.4.2.2 {ECO:0000250|UniProtKB:P36871}; AltName: Full=Glucose phosphomutase 1; AltName: Full=Phosphoglucomutase-2; Accession=Q9D0F9; Q3UGE3; Q922D6; [Mus musculus (Mouse)],3,0.10,0.26,0.32,-0.44,-0.63,-0.28,26.20,26.20,26.83,26.64,26.64,26.93
PGM2_MOUSE,Phosphoglucomutase-2; Short=PGM 2; EC=5.4.2.2; AltName: Full=Glucose phosphomutase 2; AltName: Full=Phosphodeoxyribomutase; AltName: Full=Phosphoglucomutase-1; AltName: Full=Phosphopentomutase; EC=5.4.2.7; Accession=Q7TSV4; Q8K0P7; Q9CRS8; [Mus musculus (,1,,,0.46,,,0.74,,,,,23.63,22.89
PGM5_MOUSE,Phosphoglucomutase-like protein 5; Accession=Q8BZF8; [Mus musculus (Mouse)],4,0.55,0.08,0.24,-1.21,-0.29,0.89,23.07,23.07,23.36,24.28,24.28,23.39
PGPI_MOUSE,Pyroglutamyl-peptidase 1; EC=3.4.19.3; AltName: Full=5-oxoprolyl-peptidase; AltName: Full=Pyroglutamyl aminopeptidase I; Short=PAP-I; AltName: Full=Pyroglutamyl-peptidase I; Short=PGP-I; AltName: Full=Pyrrolidone-carboxylate peptidase; Accession=Q9ESW8; [,1,0.59,0.93,0.70,-0.09,0.44,-0.37,23.60,23.60,23.16,23.69,23.69,24.06
PGS1_MOUSE,Biglycan; AltName: Full=Bone/cartilage proteoglycan I; AltName: Full=PG-S1; Flags: Precursor; Accession=P28653; Q61355; [Mus musculus (Mouse)],8,0.92,0.03,0.93,1.04,0.03,-0.02,26.14,26.14,26.11,25.10,25.10,25.13
PHB_MOUSE,Prohibitin; AltName: Full=B-cell receptor-associated protein 32; Short=BAP 32; Accession=P67778; P24142; Q3UB75; Q5SQG4; [Mus musculus (Mouse)],15,0.88,0.04,0.02,0.33,0.03,-0.34,27.37,27.37,27.34,27.04,27.04,27.38
PHB2_MOUSE,Prohibitin-2; AltName: Full=B-cell receptor-associated protein BAP37; AltName: Full=Repressor of estrogen receptor activity; Accession=O35129; O89075; Q61336; [Mus musculus (Mouse)],9,0.90,0.75,0.72,0.12,-0.05,0.15,26.51,26.51,26.56,26.40,26.40,26.25
PHLB2_MOUSE,Pleckstrin homology-like domain family B member 2; AltName: Full=Protein LL5-beta; Accession=Q8K1N2; Q3TNI3; Q80Y16; Q8BKV3; [Mus musculus (Mouse)],8,0.90,0.04,0.72,0.20,-0.02,0.11,25.02,25.02,25.05,24.82,24.82,24.71
PHLP_MOUSE,Phosducin-like protein; Short=PHLP; Accession=Q9DBX2; Q3TKI0; [Mus musculus (Mouse)],2,0.53,0.03,0.07,0.46,-0.11,-0.60,24.03,24.03,24.14,23.57,23.57,24.17
PHOCN_MOUSE,MOB-like protein phocein; AltName: Full=Class II mMOB1; AltName: Full=Mob1 homolog 3; Short=Mob3; AltName: Full=Mps one binder kinase activator-like 3; AltName: Full=Preimplantation protein 3; Accession=Q6PEB6; Q3TS21; Q8BSA3; Q9CX28; [Mus musculus (Mouse,3,0.90,0.72,0.51,-0.08,-0.04,-0.10,25.15,25.15,25.18,25.22,25.22,25.32
PHP14_MOUSE,14 kDa phosphohistidine phosphatase; EC=3.9.1.3 {ECO:0000250|UniProtKB:Q9NRX4}; AltName: Full=Phosphohistidine phosphatase 1; Short=PHPT1; AltName: Full=Protein histidine phosphatase; Short=PHP; Accession=Q9DAK9; [Mus musculus (Mouse)],3,0.45,0.33,0.95,0.17,-0.14,0.01,25.07,25.07,25.20,24.89,24.89,24.88
PI3R4_MOUSE,Phosphoinositide 3-kinase regulatory subunit 4; Short=PI3-kinase regulatory subunit 4; EC=2.7.11.1; Accession=Q8VD65; Q56A65; Q8C948; Q8C9D7; Q9CVC5; [Mus musculus (Mouse)],2,0.77,0.82,0.16,0.07,-0.10,-0.48,23.54,23.54,23.65,23.47,23.47,23.95
PI42A_MOUSE,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha; EC=2.7.1.149; AltName: Full=1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha; AltName: Full=Diphosphoinositide kinase 2-alpha; AltName: Full=Phosphatidylinositol 5-phosphate 4-kinase type II alpha,1,0.55,0.50,0.99,0.35,0.30,0.01,22.89,22.89,22.59,22.54,22.54,22.54
PI42B_MOUSE,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta; EC=2.7.1.149; AltName: Full=1-phosphatidylinositol 5-phosphate 4-kinase 2-beta; AltName: Full=Diphosphoinositide kinase 2-beta; AltName: Full=Phosphatidylinositol 5-phosphate 4-kinase type II beta; Sh,3,0.92,0.46,0.11,0.50,-0.05,-0.89,23.12,23.12,23.18,22.62,22.62,23.51
PI42C_MOUSE,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma; EC=2.7.1.149; AltName: Full=Phosphatidylinositol 5-phosphate 4-kinase type II gamma; Short=PI(5)P 4-kinase type II gamma; Short=PIP4KII-gamma; Accession=Q91XU3; Q3UFU5; Q99K02; [Mus musculus (Mouse)],3,,,1.00,,,0.00,,,,,23.37,23.37
PI4KA_MOUSE,Phosphatidylinositol 4-kinase alpha; Short=PI4-kinase alpha; Short=PI4K-alpha; Short=PtdIns-4-kinase alpha; EC=2.7.1.67 {ECO:0000250|UniProtKB:P42356}; Accession=E9Q3L2; Q3UVT5; Q6DIC7; Q7TNG2; Q80Y45; [Mus musculus (Mouse)],1,,,,,,,,,,,,
PICAL_MOUSE,Phosphatidylinositol-binding clathrin assembly protein; AltName: Full=Clathrin assembly lymphoid myeloid leukemia; Short=CALM; Accession=Q921L0; [Mus musculus (Mouse)],5,0.99,0.35,0.49,-0.19,0.00,-0.13,24.86,24.86,24.86,25.05,25.05,25.18
PIEZ1_MOUSE,Piezo-type mechanosensitive ion channel component 1; AltName: Full=Protein FAM38A; Accession=E2JF22; [Mus musculus (Mouse)],4,0.73,0.96,0.94,-0.01,-0.09,-0.02,24.62,24.62,24.71,24.64,24.64,24.66
PIN1_MOUSE,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1; EC=5.2.1.8; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin1; Short=PPIase Pin1; Accession=Q9QUR7; Q543B3; [Mus musculus (Mouse)],6,0.47,0.52,0.76,0.16,-0.10,-0.08,26.21,26.21,26.31,26.05,26.05,26.13
PIN4_MOUSE,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4; EC=5.2.1.8; AltName: Full=Parvulin-14; Short=Par14; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin4; Short=PPIase Pin4; AltName: Full=Rotamase Pin4; Accession=Q9CWW6; Q0VE57; [Mus musculus (Mo,3,0.36,0.52,0.90,0.43,-0.32,-0.09,24.07,24.07,24.39,23.64,23.64,23.73
PININ_MOUSE,Pinin; Accession=O35691; Q8CD89; Q8CGU3; [Mus musculus (Mouse)],8,0.21,0.30,0.19,-0.20,-0.26,0.25,25.49,25.49,25.75,25.69,25.69,25.44
PIPNA_MOUSE,Phosphatidylinositol transfer protein alpha isoform; Short=PI-TP-alpha; Short=PtdIns transfer protein alpha; Short=PtdInsTP alpha; Accession=P53810; [Mus musculus (Mouse)],11,0.00,0.00,0.54,-0.45,-0.47,0.10,26.82,26.82,27.29,27.27,27.27,27.17
PIPNB_MOUSE,Phosphatidylinositol transfer protein beta isoform; Short=PI-TP-beta; Short=PtdIns transfer protein beta; Short=PtdInsTP beta; Accession=P53811; [Mus musculus (Mouse)],5,0.27,0.86,0.54,0.04,-0.16,-0.14,26.03,26.03,26.19,25.98,25.98,26.13
PIR_MOUSE,"Pirin; EC=1.13.11.24; AltName: Full=Probable quercetin 2,3-dioxygenase PIR; Short=Probable quercetinase; Accession=Q9D711; A2AIH9; Q3UAN0; Q8CIE9; [Mus musculus (Mouse)]",4,0.24,0.04,0.38,0.49,0.30,-0.20,24.03,24.03,23.73,23.54,23.54,23.74
PK1IP_MOUSE,p21-activated protein kinase-interacting protein 1; AltName: Full=PAK1-interacting protein 1; AltName: Full=Putative PAK inhibitor Skb15; Accession=Q9DCE5; Q3UBK7; Q80UT4; Q8C5N6; Q923K2; Q9D3E9; [Mus musculus (Mouse)],4,0.20,0.21,,-0.50,-0.57,,21.71,21.71,22.28,22.21,,
PK3C3_MOUSE,Phosphatidylinositol 3-kinase catalytic subunit type 3; Short=PI3-kinase type 3; Short=PI3K type 3; Short=PtdIns-3-kinase type 3; EC=2.7.1.137; AltName: Full=Phosphoinositide-3-kinase class 3; Accession=Q6PF93; Q8R3S8; [Mus musculus (Mouse)],2,0.85,,,,0.07,,22.16,,22.10,,,
PKHO2_MOUSE,Pleckstrin homology domain-containing family O member 2; Short=PH domain-containing family O member 2; AltName: Full=Pleckstrin homology domain-containing family Q member 1; Short=PH domain-containing family Q member 1; Accession=Q8K124; Q3TCY2; Q3U4R2; Q,3,0.80,0.82,0.18,-0.06,-0.07,0.36,22.60,22.60,22.67,22.65,22.65,22.30
PKN1_MOUSE,Serine/threonine-protein kinase N1; EC=2.7.11.13 {ECO:0000250|UniProtKB:Q16512}; AltName: Full=Protein kinase C-like 1; AltName: Full=Protein kinase C-like PKN; AltName: Full=Protein-kinase C-related kinase 1; AltName: Full=Serine-threonine protein kinase,5,0.45,0.21,0.63,0.77,-0.14,-0.33,24.09,24.09,24.23,23.32,23.32,23.65
PKN2_MOUSE,Serine/threonine-protein kinase N2; EC=2.7.11.13; AltName: Full=PKN gamma; AltName: Full=Protein kinase C-like 2; AltName: Full=Protein-kinase C-related kinase 2; Accession=Q8BWW9; Q3TBR3; Q80WS2; Q8BJL7; Q8BL62; [Mus musculus (Mouse)],1,,0.17,0.31,-0.65,,0.61,,23.14,,23.78,23.78,23.18
PLAK_MOUSE,Junction plakoglobin; AltName: Full=Desmoplakin III; AltName: Full=Desmoplakin-3; Accession=Q02257; Q8CGD3; [Mus musculus (Mouse)],6,0.95,0.40,0.99,0.20,0.02,0.00,23.21,23.21,23.19,23.01,23.01,23.01
PLAP_MOUSE,Phospholipase A-2-activating protein; Short=PLA2P; Short=PLAP; Accession=P27612; A4QPD6; Q8C6C4; [Mus musculus (Mouse)],4,0.81,0.99,0.57,0.00,0.05,-0.19,24.05,24.05,24.01,24.05,24.05,24.24
PLCB3_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-beta-3; AltName: Full=Phospholipase C-beta-3; Short=PLC-beta-3; Accession=P51432; Q3UIS0; [Mus musculus (Mouse)]",5,0.79,0.98,0.73,-0.01,0.08,0.12,23.67,23.67,23.58,23.68,23.68,23.56
PLCD1_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-delta-1; AltName: Full=Phospholipase C-delta-1; Short=PLC-delta-1; Accession=Q8R3B1; Q9Z1B4; [Mus musculus (Mouse)]",3,0.87,0.51,0.85,0.58,-0.10,-0.17,24.16,24.16,24.25,23.58,23.58,23.75
PLCG1_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-gamma-1; AltName: Full=Phospholipase C-gamma-1; Short=PLC-gamma-1; Accession=Q62077; Q6P1G1; [Mus musculus (Mouse)]",2,0.16,0.36,0.84,-0.58,-0.81,-0.10,22.60,22.60,23.40,23.17,23.17,23.27
PLD3_MOUSE,Phospholipase D3; Short=PLD 3; EC=3.1.4.4; AltName: Full=Choline phosphatase 3; AltName: Full=Phosphatidylcholine-hydrolyzing phospholipase D3; AltName: Full=Schwannoma-associated protein 9; Short=SAM-9; Accession=O35405; Q3U5M5; [Mus musculus (Mouse)],3,0.64,0.89,0.71,-0.18,-0.37,0.53,23.54,23.54,23.91,23.71,23.71,23.18
PLEC_MOUSE,Plectin; Short=PCN; Short=PLTN; AltName: Full=Plectin-1; AltName: Full=Plectin-6; Accession=Q9QXR7; Q9QXR8; Q9QXR9; Q9QXS0; Q9QXS2; Q9QXS3; [Mus musculus (Mouse)],327,0.56,0.69,0.87,0.04,-0.06,-0.01,28.92,28.92,28.98,28.88,28.88,28.89
PLIN3_MOUSE,Perilipin-3; AltName: Full=Cargo selection protein TIP47; AltName: Full=Mannose-6-phosphate receptor-binding protein 1; Accession=Q9DBG5; Q3TK05; Q8BKV9; Q9CZK1; [Mus musculus (Mouse)],27,0.94,0.87,0.88,0.04,0.02,0.04,26.69,26.69,26.67,26.65,26.65,26.61
PLOD1_MOUSE,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1; EC=1.14.11.4; AltName: Full=Lysyl hydroxylase 1; Short=LH1; Flags: Precursor; Accession=Q9R0E2; [Mus musculus (Mouse)]",8,0.28,0.81,0.90,0.06,-0.36,0.04,25.23,25.23,25.59,25.16,25.16,25.12
PLOD2_MOUSE,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2; EC=1.14.11.4; AltName: Full=Lysyl hydroxylase 2; Short=LH2; Flags: Precursor; Accession=Q9R0B9; E9QM54; Q8VDT4; [Mus musculus (Mouse)]",37,0.91,0.67,0.78,0.09,0.02,-0.06,28.46,28.46,28.44,28.37,28.37,28.43
PLOD3_MOUSE,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3; EC=1.14.11.4; AltName: Full=Lysyl hydroxylase 3; Short=LH3; Flags: Precursor; Accession=Q9R0E1; Q542E0; Q9CYY9; [Mus musculus (Mouse)]",19,0.57,0.85,0.56,0.03,-0.07,-0.09,27.25,27.25,27.32,27.22,27.22,27.31
PLPP1_MOUSE,Phospholipid phosphatase 1 {ECO:0000250|UniProtKB:O14494}; EC=3.1.3.4; AltName: Full=35 kDa PAP; Short=mPAP; AltName: Full=Hydrogen peroxide-inducible protein 53; Short=Hic53; AltName: Full=Lipid phosphate phosphohydrolase 1; AltName: Full=PAP2-alpha; Alt,2,0.77,0.98,0.22,0.01,-0.12,-0.22,26.94,26.94,27.06,26.93,26.93,27.15
PLRG1_MOUSE,Pleiotropic regulator 1; Accession=Q922V4; O55039; [Mus musculus (Mouse)],2,0.97,0.65,0.82,0.15,-0.01,-0.10,23.57,23.57,23.58,23.42,23.42,23.52
PLRKT_MOUSE,Plasminogen receptor (KT); Short=Plg-R(KT); Accession=Q9D3P8; Q3TCJ3; [Mus musculus (Mouse)],2,0.90,0.28,0.56,0.57,-0.08,-0.25,24.45,24.45,24.53,23.88,23.88,24.13
PLS3_MOUSE,Phospholipid scramblase 3; Short=PL scramblase 3; AltName: Full=Ca(2+)-dependent phospholipid scramblase 3; Accession=Q9JIZ9; [Mus musculus (Mouse)],3,0.12,0.86,0.16,-0.03,0.37,0.33,26.41,26.41,26.03,26.44,26.44,26.11
PLST_MOUSE,Plastin-3; AltName: Full=T-plastin; Accession=Q99K51; B1AX56; Q3TUZ5; [Mus musculus (Mouse)],10,0.81,0.59,0.95,0.15,-0.09,-0.02,27.54,27.54,27.63,27.39,27.39,27.41
PLVAP_MOUSE,Plasmalemma vesicle-associated protein; AltName: Full=MECA-32 antigen; AltName: Full=Plasmalemma vesicle protein 1; Short=PV-1; Accession=Q91VC4; Q99JB1; [Mus musculus (Mouse)],25,0.99,0.81,0.81,0.03,0.00,-0.05,28.59,28.59,28.59,28.55,28.55,28.60
PLXB2_MOUSE,Plexin-B2; Flags: Precursor; Accession=B2RXS4; Q3UH76; [Mus musculus (Mouse)],2,0.23,0.26,0.81,0.51,-0.61,-0.10,23.75,23.75,24.36,23.24,23.24,23.34
PLXD1_MOUSE,Plexin-D1; Flags: Precursor; Accession=Q3UH93; Q68HV1; [Mus musculus (Mouse)],1,0.99,0.29,0.18,-0.69,0.00,0.63,22.80,22.80,22.80,23.50,23.50,22.87
PML_MOUSE,Protein PML; Accession=Q60953; Q8CEJ1; Q8VCC4; [Mus musculus (Mouse)],3,0.21,0.08,0.45,-0.64,-0.37,0.30,22.45,22.45,22.81,23.09,23.09,22.79
PMM2_MOUSE,Phosphomannomutase 2; Short=PMM 2; EC=5.4.2.8; Accession=Q9Z2M7; [Mus musculus (Mouse)],5,0.62,0.21,0.43,0.22,0.09,-0.11,26.94,26.94,26.85,26.71,26.71,26.82
PNO1_MOUSE,RNA-binding protein PNO1; Accession=Q9CPS7; [Mus musculus (Mouse)],1,0.81,0.55,0.66,-0.27,-0.18,-0.12,23.05,23.05,23.23,23.32,23.32,23.44
PNPH_MOUSE,Purine nucleoside phosphorylase; Short=PNP; EC=2.4.2.1; AltName: Full=Inosine phosphorylase; AltName: Full=Inosine-guanosine phosphorylase; Accession=P23492; Q4FJT6; [Mus musculus (Mouse)],18,0.72,0.93,0.96,-0.03,-0.12,-0.01,27.34,27.34,27.46,27.36,27.36,27.37
PO121_MOUSE,Nuclear envelope pore membrane protein POM 121; AltName: Full=Nucleoporin Nup121; AltName: Full=Pore membrane protein of 121 kDa; Accession=Q8K3Z9; Q7TSH5; [Mus musculus (Mouse)],1,0.24,0.70,0.48,-0.13,-0.51,-0.39,22.95,22.95,23.46,23.08,23.08,23.47
PON2_MOUSE,Serum paraoxonase/arylesterase 2; Short=PON 2; EC=3.1.1.2; EC=3.1.1.81; AltName: Full=Aromatic esterase 2; Short=A-esterase 2; AltName: Full=Serum aryldialkylphosphatase 2; Accession=Q62086; Q3TAD3; Q8CFK3; [Mus musculus (Mouse)],2,0.52,0.04,0.43,-1.36,-0.44,0.46,23.92,23.92,24.36,25.28,25.28,24.82
PP12C_MOUSE,Protein phosphatase 1 regulatory subunit 12C; AltName: Full=Protein phosphatase 1 myosin-binding subunit of 85 kDa; Short=Protein phosphatase 1 myosin-binding subunit p85; Accession=Q3UMT1; Q9CWD5; [Mus musculus (Mouse)],8,0.84,0.97,0.83,-0.01,-0.06,0.05,23.76,23.76,23.82,23.78,23.78,23.72
PP14B_MOUSE,Protein phosphatase 1 regulatory subunit 14B; AltName: Full=Phosphatase holoenzyme inhibitor 1; Short=PHI-1; AltName: Full=Phospholipase C-beta-3 neighbouring gene protein; Accession=Q62084; Q640Q7; [Mus musculus (Mouse)],3,0.31,0.46,0.65,-0.13,0.27,0.13,26.62,26.62,26.35,26.75,26.75,26.62
PP1A_MOUSE,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit; Short=PP-1A; EC=3.1.3.16; Accession=P62137; P08129; P20653; P22802; Q3U7G7; Q9Z1G2; [Mus musculus (Mouse)],6,0.91,0.10,0.40,0.32,-0.02,-0.12,27.73,27.73,27.74,27.41,27.41,27.53
PP1B_MOUSE,Serine/threonine-protein phosphatase PP1-beta catalytic subunit; Short=PP-1B; EC=3.1.3.16; EC=3.1.3.53; Accession=P62141; P37140; Q3TBE5; Q3TL90; Q542E7; Q8C285; Q9DBY2; [Mus musculus (Mouse)],4,0.97,0.09,0.38,-0.82,-0.01,0.42,24.21,24.21,24.22,25.04,25.04,24.62
PP1G_MOUSE,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit; Short=PP-1G; EC=3.1.3.16; AltName: Full=Protein phosphatase 1C catalytic subunit; Accession=P63087; O09186; O09189; P37139; Q64679; [Mus musculus (Mouse)],2,0.75,0.48,0.13,0.25,-0.07,-0.56,24.75,24.75,24.82,24.50,24.50,25.06
PP1R7_MOUSE,Protein phosphatase 1 regulatory subunit 7; AltName: Full=Protein phosphatase 1 regulatory subunit 22; Accession=Q3UM45; Q9CV31; Q9Z105; [Mus musculus (Mouse)],1,,,,,,,,,,,,
PP1R8_MOUSE,Nuclear inhibitor of protein phosphatase 1; Short=NIPP-1; AltName: Full=Protein phosphatase 1 regulatory inhibitor subunit 8; Accession=Q8R3G1; Q8C087; [Mus musculus (Mouse)],3,0.99,0.84,0.72,0.10,0.00,0.18,22.60,22.60,22.59,22.50,22.50,22.32
PP1RA_MOUSE,Serine/threonine-protein phosphatase 1 regulatory subunit 10; AltName: Full=MHC class I region proline-rich protein CAT53; Accession=Q80W00; B1B179; Q811B6; Q8C6T7; Q8K2U8; [Mus musculus (Mouse)],1,0.98,0.50,0.07,0.12,0.01,-0.77,20.23,20.23,20.22,20.11,20.11,20.88
PP1RB_MOUSE,Protein phosphatase 1 regulatory subunit 11; AltName: Full=T-complex testis expressed protein 5; Short=Tctex-5; Accession=Q8K1L5; Q9DB02; [Mus musculus (Mouse)],3,0.99,0.46,0.64,0.13,0.00,-0.07,26.64,26.64,26.64,26.50,26.50,26.58
PP2AA_MOUSE,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform; Short=PP2A-alpha; EC=3.1.3.16; Accession=P63330; O88591; P13353; Q5SNY5; [Mus musculus (Mouse)],3,0.64,0.70,0.89,-0.11,0.12,-0.04,25.82,25.82,25.70,25.93,25.93,25.97
PP2AB_MOUSE,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform; Short=PP2A-beta; EC=3.1.3.16; Accession=P62715; P11082; [Mus musculus (Mouse)],2,0.33,0.13,0.22,0.59,0.18,-0.54,26.94,26.94,26.76,26.35,26.35,26.89
PP2BA_MOUSE,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform; EC=3.1.3.16; AltName: Full=CAM-PRP catalytic subunit; AltName: Full=Calmodulin-dependent calcineurin A subunit alpha isoform; Accession=P63328; P12816; P20652; Q3UCU1; Q64135; [Mus m,4,0.81,0.90,0.80,-0.03,-0.05,0.08,27.42,27.42,27.47,27.46,27.46,27.38
PP4R1_MOUSE,Serine/threonine-protein phosphatase 4 regulatory subunit 1; Accession=Q8K2V1; Q8R0R8; [Mus musculus (Mouse)],3,0.75,0.91,1.00,0.04,-0.10,0.00,23.72,23.72,23.82,23.68,23.68,23.68
PP4R2_MOUSE,Serine/threonine-protein phosphatase 4 regulatory subunit 2; Accession=Q0VGB7; Q4G0D4; Q6P6N7; Q6PHU6; Q8BUU5; [Mus musculus (Mouse)],3,0.56,0.17,0.36,0.66,0.16,-0.53,23.81,23.81,23.65,23.16,23.16,23.69
PP6R3_MOUSE,Serine/threonine-protein phosphatase 6 regulatory subunit 3; AltName: Full=SAPS domain family member 3; Accession=Q922D4; Q6ZPM9; Q8BTW6; Q9D2X9; [Mus musculus (Mouse)],1,,,,,,,,,,,,
PPAC_MOUSE,Low molecular weight phosphotyrosine protein phosphatase; Short=LMW-PTP; Short=LMW-PTPase; EC=3.1.3.48; AltName: Full=Low molecular weight cytosolic acid phosphatase; EC=3.1.3.2; Accession=Q9D358; O88739; O88740; Q9QWF5; [Mus musculus (Mouse)],4,0.22,0.24,0.86,0.24,0.34,-0.05,25.04,25.04,24.71,24.80,24.80,24.85
PPAL_MOUSE,Lysosomal acid phosphatase; Short=LAP; EC=3.1.3.2; Flags: Precursor; Accession=P24638; Q8QZT5; [Mus musculus (Mouse)],2,0.69,0.74,1.00,-0.28,-0.28,0.00,23.68,23.68,23.96,23.95,23.95,23.95
PPCE_MOUSE,Prolyl endopeptidase; Short=PE; EC=3.4.21.26; AltName: Full=Post-proline cleaving enzyme; Accession=Q9QUR6; Q80YS1; [Mus musculus (Mouse)],12,0.99,0.39,0.81,0.35,0.00,-0.09,24.82,24.82,24.81,24.47,24.47,24.56
PPCS_MOUSE,Phosphopantothenate--cysteine ligase; EC=6.3.2.5; AltName: Full=Phosphopantothenoylcysteine synthetase; Short=PPC synthetase; Accession=Q8VDG5; Q3TVW0; Q9D376; Q9DA06; [Mus musculus (Mouse)],3,0.81,0.49,0.44,-0.33,-0.12,-0.20,22.50,22.50,22.62,22.82,22.82,23.02
PPGB_MOUSE,Lysosomal protective protein; EC=3.4.16.5; AltName: Full=Carboxypeptidase C; AltName: Full=Carboxypeptidase L; AltName: Full=Cathepsin A; AltName: Full=Protective protein cathepsin A; Short=PPCA; AltName: Full=Protective protein for beta-galactosidase; Co,6,0.63,0.73,0.65,0.12,-0.17,-0.12,26.02,26.02,26.20,25.90,25.90,26.03
PPIA_MOUSE,"Peptidyl-prolyl cis-trans isomerase A; Short=PPIase A; EC=5.2.1.8; AltName: Full=Cyclophilin A; AltName: Full=Cyclosporin A-binding protein; AltName: Full=Rotamase A; AltName: Full=SP18; Contains: Peptidyl-prolyl cis-trans isomerase A, N-terminally proces",19,0.43,0.29,0.71,-0.18,-0.10,0.07,29.22,29.22,29.31,29.40,29.40,29.33
PPIB_MOUSE,Peptidyl-prolyl cis-trans isomerase B; Short=PPIase B; EC=5.2.1.8; AltName: Full=CYP-S1; AltName: Full=Cyclophilin B; AltName: Full=Rotamase B; AltName: Full=S-cyclophilin; Short=SCYLP; Flags: Precursor; Accession=P24369; [Mus musculus (Mouse)],3,0.28,0.55,0.68,0.17,-0.21,-0.12,27.07,27.07,27.29,26.90,26.90,27.02
